type,title,country,release_year,rating,duration
TV Show,Carmen Sandi...,United States,2019,G,2.449
TV Show,Limmy's Show...,United Kingdom,2012,R,2.505
TV Show,Killer Women...,United Kingdom,2017,R,2.476
TV Show,Still Game...,United Kingdom,2016,TV-14,7.801
TV Show,Charmed...,United States,2005,PG,9.153
TV Show,Cleverman...,Australia,2017,R,2.916
TV Show,Gilmore Girl...,United States,2006,TV-14,7.558
TV Show,Noddy Toylan...,France,2016,G,2.37
TV Show,Star Trek...,United States,1968,PG,4.226
TV Show,Star Trek: E...,United States,2004,PG,5.235
TV Show,Star Trek: V...,United States,2000,PG,7.03
TV Show,Skin Wars...,United States,2016,TV-14,3.967
TV Show,Little Thing...,India,2019,R,3.927
TV Show,Treehouse De...,South Korea,2018,G,2.287
TV Show,Danger Mouse...,United Kingdom,2016,TV-14,3.249
TV Show,Busted!...,South Korea,2019,TV-14,2.012
TV Show,The Great Br...,,2019,PG,2.678
TV Show,Wild Distric...,Colombia,2019,R,2.718
TV Show,Fate/Apocryp...,Japan,2017,R,2.62
TV Show,Project Mc²...,United States,2017,TV-14,6.87
TV Show,Millennials...,Argentina,2019,R,2.742
TV Show,Sam & Cat...,United States,2014,PG,2.429
TV Show,She-Ra and t...,United States,2019,G,4.291
TV Show,The End of t...,United Kingdom,2019,R,3.084
TV Show,Meet the Ade...,United Kingdom,2016,PG,3.948
TV Show,F is for Fam...,United States,2018,R,3.762
TV Show,Spy Kids: Mi...,United States,2018,G,2.227
TV Show,Man Down...,United Kingdom,2017,R,5.043
TV Show,Bleach...,Japan,2006,TV-14,4.227
TV Show,Kopitiam...,Malaysia,2003,TV-14,7.471
TV Show,Julius Jr....,United States,2014,G,2.661
TV Show,Chip and Pot...,Canada,2019,G,2.517
TV Show,La Reina del...,United States,2019,TV-14,3.072
TV Show,Good Morning...,Japan,2017,TV-14,3.079
TV Show,Broadchurch...,United Kingdom,2017,TV-14,4.143
TV Show,The Crime...,Poland,2015,TV-14,2.192
TV Show,Frontier...,Canada,2018,R,3.923
TV Show,Sick Note...,United Kingdom,2018,R,2.605
TV Show,High Seas...,Spain,2019,R,2.043
TV Show,Nailed It! H...,United States,2019,PG,2.997
TV Show,The Dragon P...,United States,2019,G,3.09
TV Show,Trolls: The ...,United States,2019,G,8.626
TV Show,Mystery Scie...,United States,2018,TV-14,2.405
TV Show,Lilyhammer...,Norway,2014,R,3.07
TV Show,Victorious...,United States,2013,G,3.22
TV Show,House of Car...,United States,2018,R,6.499
TV Show,The Last Kin...,United Kingdom,2018,R,3.614
TV Show,Goosebumps...,Canada,1998,TV-14,6.012
TV Show,The Magic Sc...,Canada,1997,G,5.249
TV Show,The Crown...,United Kingdom,2019,R,3.031
TV Show,Longmire...,United States,2017,TV-14,7.105
TV Show,Luna Petunia...,United States,2017,G,4.097
TV Show,Ponysitters ...,Canada,2018,TV-14,2.272
TV Show,K-On!...,Japan,2010,PG,3.07
TV Show,Llama Llama...,United States,2019,G,2.8
TV Show,The Toys Tha...,United States,2019,TV-14,4.118
TV Show,The Yard...,Turkey,2019,R,2.856
TV Show,Chief of Sta...,South Korea,2019,TV-14,2.079
TV Show,My Little Po...,United States,2018,G,8.942
TV Show,Patriot Act ...,,2019,R,6.007
TV Show,Glitter Forc...,Japan,2017,TV-14,2.302
TV Show,Lady Dynamit...,United States,2017,R,2.275
TV Show,Atypical...,United States,2019,R,3.424
TV Show,Billy on the...,United States,2016,TV-14,4.521
TV Show,Bondi Rescue...,Australia,2016,PG,1.227
TV Show,CLANNAD...,Japan,2008,PG,2.15
TV Show,Haikyu!!...,Japan,2015,TV-14,2.373
TV Show,"Love, Chunib...",Japan,2014,PG,2.077
TV Show,Mars...,United States,2018,PG,2.708
TV Show,Mobile Suit ...,,2016,TV-14,3.151
TV Show,The Boulet B...,United States,2019,R,2.867
TV Show,The Deep...,Canada,2019,TV-14,3.945
TV Show,Creators...,Argentina,2015,G,2.216
TV Show,Follow This...,United States,2018,R,3.857
TV Show,Grand Hotel...,Spain,2013,PG,3.642
TV Show,That '70s Sh...,United States,2005,TV-14,8.441
TV Show,The Mind of ...,United States,2016,PG,5.761
TV Show,Top Boy...,United Kingdom,2011,R,2.663
TV Show,Highway to H...,United States,1988,PG,5.729
TV Show,Women Behind...,United States,2010,TV-14,3.979
TV Show,Lucifer...,United States,2019,TV-14,4.126
TV Show,Queen of the...,United States,2018,TV-14,3.719
TV Show,Prince Jai A...,,2017,G,2.455
TV Show,Kazoops!...,Australia,2017,G,3.153
TV Show,Kong: King o...,United States,2018,G,2.47
TV Show,Bad Blood...,Canada,2019,R,2.982
TV Show,My Next Gues...,United States,2019,R,2.256
TV Show,Oh No! It's ...,Canada,2014,G,2.863
TV Show,Unbreakable ...,United States,2019,TV-14,4.51
TV Show,American Cri...,United States,2017,TV-14,3.358
TV Show,Cupcake & Di...,Canada,2019,TV-14,2.257
TV Show,Supernatural...,United States,2019,TV-14,14.688
TV Show,Total Drama...,Canada,2015,PG,6.023
TV Show,Arrested Dev...,United States,2019,TV-14,5.304
TV Show,DC's Legends...,United States,2018,TV-14,4.797
TV Show,Hell on Whee...,Canada,2016,TV-14,5.029
TV Show,Supergirl...,United States,2019,TV-14,4.991
TV Show,Mako Mermaid...,Australia,2016,G,5.02
TV Show,Bloodline...,United States,2017,R,3.784
TV Show,Bitten...,Canada,2016,R,3.784
TV Show,Trollhunters...,United States,2018,G,4.077
TV Show,She's Gotta ...,United States,2018,R,2.295
TV Show,Fauda...,Israel,2018,R,3.14
TV Show,Riverdale...,United States,2019,TV-14,3.955
TV Show,The Flash...,United States,2019,TV-14,5.68
TV Show,Velvet...,Spain,2016,TV-14,4.971
TV Show,Richie Rich...,United States,2015,G,2.801
TV Show,Arrow...,United States,2019,TV-14,7.706
TV Show,Prince of Pe...,United States,2019,TV-14,2.325
TV Show,Rosario Tije...,Mexico,2018,R,3.114
TV Show,Colony...,United States,2018,TV-14,3.881
TV Show,Scandal...,United States,2018,TV-14,7.929
TV Show,Mother Goose...,United States,2016,G,2.125
TV Show,Inspector Ga...,Canada,2017,TV-14,4.377
TV Show,Royal Pains...,United States,2016,PG,8.27
TV Show,Nailed It...,United States,2019,PG,3.4
TV Show,The Rain...,Denmark,2019,R,2.409
TV Show,White Gold...,United Kingdom,2019,R,2.137
TV Show,Call the Mid...,United Kingdom,2018,TV-14,8.837
TV Show,Sherlock...,United Kingdom,2017,TV-14,5.17
TV Show,Master of No...,United States,2017,R,3.023
TV Show,Bill Nye Sav...,United States,2018,TV-14,3.684
TV Show,Ha Unlimited...,,2016,TV-14,2.969
TV Show,Easy...,United States,2019,R,3.697
TV Show,The Mechanis...,Brazil,2019,R,2.918
TV Show,Code Geass: ...,Japan,2008,TV-14,2.249
TV Show,LoliRock...,South Korea,2016,G,2.756
TV Show,Yu-Gi-Oh! Ar...,Japan,2015,TV-14,2.901
TV Show,Club Friday ...,,2015,TV-14,9.067
TV Show,Love...,United States,2018,R,3.603
TV Show,Hunter X Hun...,Japan,2013,R,3.277
TV Show,Hap and Leon...,United States,2018,R,3.996
TV Show,Secret City...,Australia,2016,R,2.056
TV Show,Rectify...,United States,2016,TV-14,5.02
TV Show,Dad's Army...,United Kingdom,1977,PG,10.441
TV Show,Days We Star...,Taiwan,2017,R,2.213
TV Show,Doctor Foste...,United Kingdom,2017,R,3.2
TV Show,Father Brown...,United Kingdom,2017,TV-14,7.044
TV Show,ViR: The Rob...,,2013,TV-14,2.761
TV Show,Wake Up...,,2017,TV-14,2.795
TV Show,Yu-Gi-Oh!...,Japan,2005,TV-14,5.829
TV Show,Extras...,United Kingdom,2006,R,2.391
TV Show,Hoff the Rec...,United Kingdom,2016,R,2.421
TV Show,The House Th...,India,2015,PG,3.644
TV Show,Weird Wonder...,United Kingdom,2016,PG,2.834
TV Show,Republic of ...,Canada,2014,TV-14,6.58
TV Show,How to Get A...,United States,2018,TV-14,5.109
TV Show,Trailer Park...,Canada,2018,R,12.405
TV Show,On My Block...,United States,2019,TV-14,2.457
TV Show,Santa Clarit...,United States,2019,R,3.87
TV Show,Versailles...,France,2018,R,3.988
TV Show,Hyori's Bed ...,,2018,PG,2.588
TV Show,Ainori Love ...,Japan,2018,R,2.095
TV Show,Black Lightn...,United States,2019,TV-14,2.264
TV Show,Better Call ...,United States,2017,R,3.312
TV Show,Bottersnikes...,United States,2017,TV-14,2.644
TV Show,The OA...,United States,2019,R,2.561
TV Show,Mad Men...,United States,2014,TV-14,7.15
TV Show,The L Word...,Canada,2009,R,6.262
TV Show,The Standups...,United States,2018,R,2.127
TV Show,El Reemplaza...,Chile,2013,R,2.407
TV Show,Outback Truc...,Australia,2015,TV-14,3.967
TV Show,Angry Birds...,Finland,2018,G,3.761
TV Show,Happy Valley...,United Kingdom,2016,R,3.053
TV Show,Brain Games...,United States,2016,G,3.618
TV Show,Las muñecas ...,Colombia,2018,TV-14,2.054
TV Show,Robozuna...,United Kingdom,2018,G,2.526
TV Show,Terrace Hous...,Japan,2018,TV-14,6.881
TV Show,Into the Bad...,United States,2018,R,3.373
TV Show,Guru Aur Bho...,,2018,G,3.798
TV Show,Larva Island...,,2019,TV-14,2.925
TV Show,Sab Jholmaal...,India,2017,G,4.06
TV Show,The Disastro...,Japan,2018,TV-14,3.851
TV Show,Murder Maps...,United Kingdom,2017,R,3.93
TV Show,Nazi Mega We...,United States,2016,PG,3.119
TV Show,Marcella...,United Kingdom,2017,R,2.307
TV Show,3%...,Brazil,2019,R,4.074
TV Show,Designated S...,United States,2019,TV-14,3.969
TV Show,The Night Sh...,United States,2017,TV-14,5.044
TV Show,Black Mirror...,United Kingdom,2019,R,5.641
TV Show,Madam Secret...,United States,2019,TV-14,6.042
TV Show,Scare Tactic...,United States,2011,R,2.546
TV Show,Hormones...,Thailand,2015,TV-14,3.607
TV Show,Criminal Min...,United States,2017,TV-14,13.038
TV Show,Little Witch...,Japan,2017,TV-14,2.279
TV Show,The Day My B...,Canada,2015,TV-14,2.969
TV Show,Documentary ...,United States,2019,TV-14,3.003
TV Show,Dynasty...,United States,2019,TV-14,2.338
TV Show,Dope...,United States,2019,R,3.935
TV Show,Instant Hote...,Australia,2019,R,2.583
TV Show,Motown Magic...,Australia,2019,G,2.117
TV Show,Paquita Sala...,Spain,2018,R,3.139
TV Show,Slasher...,Canada,2019,R,3.802
TV Show,Forest of Pi...,Japan,2019,PG,2.373
TV Show,Heavy Rescue...,Canada,2018,R,2.499
TV Show,Marvel's Luk...,United States,2018,R,2.831
TV Show,Dark...,Germany,2019,R,3.241
TV Show,Girls Incarc...,United States,2019,R,2.591
TV Show,Go! Live You...,Argentina,2019,G,2.009
TV Show,Magi: The La...,Japan,2013,TV-14,3.221
TV Show,Roonpi Secre...,Thailand,2016,PG,3.709
TV Show,Shooter...,United States,2018,R,4.211
TV Show,The Casketee...,New Zealand,2019,TV-14,3.065
TV Show,The Confessi...,United States,2019,R,3.093
TV Show,Young & Hung...,United States,2017,TV-14,5.441
TV Show,Pac-Man and ...,United States,2014,TV-14,2.833
TV Show,Dinosaur Kin...,Japan,2008,G,2.151
TV Show,Flaked...,United States,2017,R,2.412
TV Show,Club Friday ...,,2016,TV-14,7.943
TV Show,Aquarius...,United States,2016,R,2.76
TV Show,World of Win...,Italy,2017,TV-14,2.665
TV Show,Fate/Zero...,Japan,2012,R,3.203
TV Show,Grey's Anato...,United States,2018,TV-14,15.442
TV Show,Danger Mouse...,United Kingdom,1992,G,11.233
TV Show,Aggretsuko...,Japan,2019,TV-14,2.541
TV Show,Black Spot...,France,2019,R,2.672
TV Show,El desconoci...,Spain,2019,R,2.224
TV Show,Girlfriends'...,United States,2019,TV-14,5.383
TV Show,Marlon...,United States,2018,PG,2.069
TV Show,Marvel's Jes...,United States,2019,R,3.871
TV Show,Kakegurui...,Japan,2019,TV-14,2.894
TV Show,LEGO Friends...,Denmark,2016,TV-14,3.061
TV Show,Herrens veje...,Denmark,2018,R,2.615
TV Show,March Comes ...,Japan,2017,TV-14,3.219
TV Show,The Sniffer...,Ukraine,2017,R,4.151
TV Show,Mutant Buste...,Spain,2017,PG,2.584
TV Show,Off Camera...,United States,2015,R,3.791
TV Show,Pyaar Tune K...,India,2014,TV-14,3.309
TV Show,Johnny Test...,United States,2013,TV-14,6.388
TV Show,Dawn of the ...,United States,2017,TV-14,4.34
TV Show,Degrassi: Ne...,Canada,2017,TV-14,4.961
TV Show,Free Rein...,United States,2019,G,3.727
TV Show,First Team: ...,United States,2018,G,2.47
TV Show,Somebody Fee...,United States,2018,PG,2.472
TV Show,Kakegurui...,Japan,2019,TV-14,2.484
TV Show,Stranger Thi...,United States,2019,TV-14,4.226
TV Show,Kuromukuro...,Japan,2016,TV-14,3.081
TV Show,The Letdown...,Australia,2019,R,2.047
TV Show,A Very Secre...,France,2018,TV-14,2.387
TV Show,SWORDGAI The...,Japan,2018,R,2.446
TV Show,Yummy Mummie...,Australia,2019,TV-14,3.102
TV Show,LEGO Bionicl...,United States,2016,G,2.193
TV Show,Kath and Kim...,Australia,2007,TV-14,6.145
TV Show,El Chapo...,United States,2018,R,3.838
TV Show,"Big Dreams, ...",United Kingdom,2017,G,4.212
TV Show,My First Fir...,South Korea,2019,PG,2.15
TV Show,Orange Is th...,United States,2019,R,7.124
TV Show,Sugar Rush...,United States,2019,PG,2.772
TV Show,The Worst Wi...,United Kingdom,2019,TV-14,3.994
TV Show,Popples...,United States,2016,G,3.385
TV Show,Beat Bugs...,Australia,2018,G,3.502
TV Show,Deep Underco...,United States,2017,TV-14,3.044
TV Show,Fix It and F...,United States,2014,G,3.378
TV Show,Home: Advent...,United States,2018,TV-14,4.658
TV Show,Luna Petunia...,Canada,2018,G,2.652
TV Show,Origins Coll...,United States,2018,PG,3.256
TV Show,Good Witch...,United States,2018,PG,4.889
TV Show,Comedians in...,United States,2019,TV-14,6.099
TV Show,La casa de p...,Spain,2019,R,3.228
TV Show,Last Chance ...,United States,2019,R,4.322
TV Show,Queer Eye...,United States,2019,TV-14,4.231
TV Show,The Epic Tal...,United States,2019,TV-14,4.181
TV Show,"Can't Cope, ...",Ireland,2018,R,2.262
TV Show,Intelligence...,Canada,2007,TV-14,2.249
TV Show,Glee...,United States,2015,PG,6.309
TV Show,Pinky Malink...,United States,2019,TV-14,3.12
TV Show,Wynonna Earp...,Canada,2018,TV-14,3.043
TV Show,The Joel McH...,United States,2018,R,3.108
TV Show,H2O: Mermaid...,Germany,2015,TV-14,3.224
TV Show,3Below: Tale...,United States,2019,G,2.394
TV Show,Bonus Family...,Sweden,2019,R,3.683
TV Show,Nightmare Te...,,2016,R,2.766
TV Show,Mossad 101...,Israel,2017,TV-14,2.081
TV Show,Baby Ballroo...,United Kingdom,2018,TV-14,2.109
TV Show,Drug Lords...,United States,2018,R,2.391
TV Show,Hatchimals |...,United States,2018,G,2.324
TV Show,Tayo the Lit...,South Korea,2014,G,3.132
TV Show,Zombie Dumb...,,2018,TV-14,3.025
TV Show,NCIS...,United States,2017,TV-14,15.328
TV Show,Being Mary J...,United States,2016,TV-14,4.508
TV Show,Cheers...,United States,1992,PG,11.624
TV Show,El Barco...,Spain,2013,R,3.735
TV Show,Hostages...,Israel,2016,R,2.744
TV Show,Intersection...,Turkey,2016,TV-14,3.47
TV Show,The Andy Gri...,United States,1967,G,8.608
TV Show,The Twilight...,United States,1963,PG,4.316
TV Show,Twin Peaks...,United States,1990,R,2.757
TV Show,Unriddle...,Singapore,2012,TV-14,2.5
TV Show,Between...,Canada,2016,TV-14,2.917
TV Show,Marco Polo...,United States,2016,R,2.892
TV Show,The Tudors...,Ireland,2010,R,4.151
TV Show,Episodes...,United States,2017,R,5.096
TV Show,Tales by Lig...,Australia,2018,PG,4.209
TV Show,Call My Agen...,France,2018,R,3.165
TV Show,Anne with an...,Canada,2018,PG,2.055
TV Show,The Ministry...,Spain,2017,R,3.127
TV Show,Z Nation...,United States,2018,TV-14,5.212
TV Show,The Adventur...,United States,2018,G,7.071
TV Show,Club of Crow...,Mexico,2019,R,4.633
TV Show,Medici: Mast...,Italy,2018,R,2.764
TV Show,The Shannara...,United States,2018,TV-14,3.174
TV Show,Marvel's The...,United States,2019,R,2.287
TV Show,The World's ...,United Kingdom,2019,G,4.185
TV Show,Hip-Hop Evol...,Canada,2019,R,3.739
TV Show,Friday Night...,United States,2017,PG,4.258
TV Show,Yunus Emre...,Turkey,2016,PG,2.209
TV Show,Booba...,Russia,2019,G,3.096
TV Show,Soul Eater...,Japan,2009,TV-14,4.069
TV Show,Rita...,Denmark,2017,R,4.903
TV Show,Grace and Fr...,United States,2019,R,6.054
TV Show,The Cat in t...,Canada,2014,G,3.124
TV Show,Parks and Re...,United States,2015,TV-14,7.114
TV Show,Taken...,France,2018,TV-14,2.738
TV Show,Disjointed...,United States,2018,R,2.404
TV Show,Friends from...,United States,2019,R,2.046
TV Show,Hardy Bucks...,Ireland,2018,R,4.364
TV Show,Horrid Henry...,United Kingdom,2019,G,3.172
TV Show,Sin Senos sí...,United States,2018,R,3.332
TV Show,Harvey Stree...,United States,2019,TV-14,3.162
TV Show,Pocoyo...,Spain,2017,G,4.164
TV Show,Saint Seiya...,Japan,1986,PG,3.613
TV Show,Border Secur...,Canada,2018,TV-14,2.039
TV Show,Mia and Me...,Netherlands,2015,G,2.774
TV Show,Rurouni Kens...,Japan,1998,TV-14,3.858
TV Show,A Series of ...,United States,2019,PG,4.028
TV Show,COMEDIANS of...,United States,2019,R,13.644
TV Show,The Paper...,Croatia,2018,R,3.055
TV Show,Dexter...,United States,2013,R,8.623
TV Show,Fullmetal Al...,Japan,2010,TV-14,5.416
TV Show,Huntik: Secr...,United States,2011,TV-14,2.306
TV Show,Lovesick...,United Kingdom,2018,R,3.266
TV Show,The Inbetwee...,United Kingdom,2010,R,3.492
TV Show,Star Trek: D...,United States,1999,PG,8.135
TV Show,Big Bad Beet...,United States,1997,G,2.848
TV Show,Mighty Morph...,United States,2010,G,4.236
TV Show,The Office (...,United States,2012,TV-14,9.226
TV Show,V.R. Trooper...,United States,1995,G,2.201
TV Show,The Break...,Belgium,2018,R,2.667
TV Show,Big Mouth...,United States,2019,R,3.516
TV Show,Man Like Mob...,United Kingdom,2019,R,2.862
TV Show,One Day at a...,United States,2019,PG,3.304
TV Show,H2O: Just Ad...,Australia,2009,PG,3.859
TV Show,Care Bears &...,United States,2016,G,3.045
TV Show,Turbo FAST...,United States,2016,G,4.064
TV Show,El Vato...,United States,2017,R,2.757
TV Show,Babylon Berl...,Germany,2017,R,2.647
TV Show,Marseille...,France,2018,R,2.588
TV Show,Chef's Table...,United States,2019,R,7.057
TV Show,Rebellion...,Ireland,2016,R,2.716
TV Show,Suburra: Blo...,Italy,2019,R,2.121
TV Show,The Big Fami...,United Kingdom,2018,PG,2.981
TV Show,Z4...,Brazil,2018,PG,2.591
TV Show,Love Me As I...,,2015,TV-14,3.563
TV Show,Bates Motel...,United States,2017,TV-14,5.373
TV Show,The Frankens...,United Kingdom,2017,R,2.803
TV Show,Bordertown...,Finland,2018,R,2.78
TV Show,Club Friday ...,,2017,TV-14,8.397
TV Show,Dragons: Rac...,United States,2018,G,6.177
TV Show,Ugly Ducklin...,Thailand,2015,TV-14,4.938
TV Show,Barbie Dream...,United States,2018,G,3.871
TV Show,Velvet Colec...,Spain,2018,TV-14,2.259
TV Show,Dangerous Ro...,United Kingdom,2012,R,2.587
TV Show,Lego Friends...,,2017,G,3.934
TV Show,LEGO Ninjago...,Denmark,2018,G,10.212
TV Show,Littlest Pet...,United States,2018,G,2.099
TV Show,The Garfield...,France,2018,TV-14,3.143
TV Show,The Story of...,United States,2017,TV-14,2.956
TV Show,Masha and th...,Russia,2018,G,4.033
TV Show,Under Arrest...,United States,2016,R,8.181
TV Show,The Furchest...,United Kingdom,2015,G,3.246
TV Show,Larva...,Russia,2015,G,3.793
TV Show,Spartacus...,United States,2013,R,4.749
TV Show,The Borgias...,United States,2013,R,3.206
TV Show,Neo Yokio...,United States,2018,R,2.895
TV Show,Fuller House...,United States,2018,TV-14,4.565
TV Show,Greenleaf...,United States,2018,TV-14,3.112
TV Show,From Dusk Ti...,United States,2016,R,3.015
TV Show,Robot Trains...,South Korea,2018,TV-14,2.92
TV Show,Occupied...,Norway,2017,R,2.5
TV Show,Top Grier...,United States,2018,TV-14,3.807
TV Show,Nurse Jackie...,United States,2015,R,7.314
TV Show,Alexa & Kati...,United States,2018,TV-14,2.275
TV Show,Highway Thru...,Canada,2016,PG,3.588
TV Show,The Sound of...,South Korea,2018,TV-14,2.228
TV Show,Lost & Found...,Canada,2016,G,2.004
TV Show,When Calls t...,United States,2017,G,5.478
TV Show,Comedy Bang!...,United States,2016,TV-14,5.423
TV Show,AJIN: Demi-H...,Japan,2016,R,2.063
TV Show,The West Win...,United States,2005,TV-14,7.66
TV Show,El señor de ...,United States,2018,TV-14,6.862
TV Show,????????...,Japan,2012,TV-14,2.974
TV Show,Sense8...,United States,2018,R,2.688
TV Show,Private Prac...,United States,2012,TV-14,7.165
TV Show,People Just ...,United Kingdom,2018,R,5.989
TV Show,LAST HOPE...,Japan,2018,TV-14,2.363
TV Show,Fate/stay ni...,Japan,2015,R,2.295
TV Show,Borderline...,United Kingdom,2017,TV-14,2.114
TV Show,"Hello, My Tw...",South Korea,2017,TV-14,2.111
TV Show,Pee-wee's Pl...,United States,1990,PG,5.001
TV Show,The Magician...,United States,2018,R,3.076
